2 3 2 2 2 2 2 2 2 2 2 2 2 3 2 3 2 2 2 2 2 2 2 3 2 2 3 3 5 5 6 7 9 10 10 13 14 16 16 17 16 18 18 17 17 17 17 17 18 21 23 23 24 28 30 29 31 33 33 36 36 39 41 44 45 46 46 46 49 51 53 55 54 56 58 60 61 60 62 61 61 63 64 64 65 66 67 67 68 68 69 70 70 70 70 71 71 71 72 71 71 72 73 73 74 75 74 74 76 75 77 78 78 79 79 82 82 82 82 82 84 82 85 84 84 84 84 87 85 86 86 86 88 87 87 88 87 88 88 87 87 88 89 89 89 89 89 89 90 90 90 90 90 90 90 90 90 90 90 89 88 87 86 86 85 83 82 81 82 79 78 77 76 76 74 73 71 69 69 67 66 66 64 64 62 61 60 58 59 58 56 54 54 51 53 50 49 48 47 47 46 44 45 43 42 40 39 37 37 37 35 35 35 33 31 30 30 29 27 27 26 24 24 23 23 21 21 20 19 18 18 17 17 16 15 14 13 11 11 11 10 9 9 7 7 6 5 5 5 4 4 4 4 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 3 3 2 2 2 3 3 4 5 6 6 9 9 10 12 12 12 14 17 18 19 21 24 23 24 25 25 25 25 27 26 28 27 27 27 28 29 29 30 31 33 37 37 40 41 42 42 45 49 52 50 52 54 57 58 57 57 62 61 67 66 68 68 71 73 73 73 77 77 80 81 82 82 83 84 85 86 86 87 89 88 89 90 91 92 92 91 93 94 94 93 94 95 96 95 97 97 99 99 101 99 99 100 102 102 101 101 101 101 101 102 101 101 102 102 101 101 103 102 103 103 103 103 103 103 103 104 103 103 103 103 103 103 103 102 102 101 102 102 100 100 99 97 96 96 93 93 91 89 88 85 84 82 78 76 75 73 70 70 67 66 61 61 58 56 56 52 49 50 46 43 43 40 40 36 34 33 31 31 29 26 25 26 23 23 22 21 20 18 16 16 14 14 13 13 12 11 11 10 7 8 7 6 6 5 4 3 3 2 2 2 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 4 3 3 5 5 7 7 9 10 13 12 14 14 15 16 17 17 17 17 17 17 20 20 20 21 21 23 24 28 31 32 31 33 34 34 39 37 39 42 41 45 46 49 49 52 51 53 53 56 58 61 59 62 61 62 63 63 65 65 65 66 67 69 68 68 70 70 71 70 70 71 71 73 72 72 72 72 72 72 73 74 74 75 76 75 77 78 78 79 79 80 80 80 82 82 82 85 84 85 84 85 87 86 85 86 86 87 88 88 87 87 87 89 87 87 88 89 88 88 88 88 88 89 90 90 90 90 91 90 90 90 90 90 89 89 88 87 86 87 85 84 84 82 80 80 79 78 76 75 73 71 72 68 68 68 66 64 64 63 62 62 61 59 58 57 57 55 54 53 51 49 49 48 48 47 47 44 44 43 43 40 40 38 37 37 35 35 34 32 32 31 29 28 27 28 25 24 24 23 23 22 20 20 19 18 17 17 15 16 15 13 12 12 11 10 10 9 9 9 8 7 6 5 5 4 5 4 4 5 3 3 2 3 2 2 3 2 2 2 2 3 2 3 2 2 3 2 2 3 3 4 4 5 7 8 8 10 11 13 13 17 17 18 20 23 22 23 24 24 26 27 27 28 27 27 28 27 27 27 27 29 29 31 34 36 38 42 41 42 43 43 49 51 52 55 56 56 59 59 61 60 65 65 66 68 67 70 72 73 74 76 78 78 81 81 83 84 85 85 86 86 86 88 88 89 89 90 89 91 92 93 92 93 93 95 95 96 96 96 98 98 98 98 99 100 100 101 101 101 100 101 101 101 101 101 102 101 102 101 101 101 102 102 102 102 102 103 104 104 103 104 102 103 103 103 103 103 102 102 102 102 102 101 99 98 98 95 96 93 91 92 89 86 85 84 81 79 78 76 73 71 70 69 64 62 61 58 57 54 52 50 48 44 43 44 40 39 37 35 33 31 30 30 27 26 25 24 22 22 21 19 19 18 16 15 15 13 13 12 12 11 9 9 8 7 7 6 5 4 3 3 3 3 3 2 
2 2 2 3 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 4 5 6 7 8 8 8 12 12 14 14 16 16 19 18 18 18 18 18 18 21 20 20 23 23 23 25 26 31 31 32 34 35 37 39 39 41 42 44 46 49 49 53 53 55 56 58 59 60 60 61 61 61 62 64 65 65 65 67 66 66 67 68 70 69 69 70 70 71 71 72 72 73 72 72 74 72 72 73 73 75 76 76 76 77 78 78 79 81 80 82 81 81 83 83 85 85 86 86 86 86 86 86 87 87 87 88 88 88 88 88 88 88 88 89 89 88 88 87 87 88 89 89 90 90 90 89 89 89 89 89 89 89 89 88 87 85 84 84 82 82 81 80 79 76 77 75 74 71 71 70 69 69 66 65 64 63 63 61 60 60 59 57 56 55 54 52 51 51 48 48 46 46 46 45 44 43 43 40 40 39 38 37 36 35 33 33 32 31 29 28 27 27 24 25 24 23 21 21 21 21 19 18 16 16 15 15 14 13 12 13 11 10 9 9 8 8 7 7 6 6 6 5 5 5 4 4 2 2 2 2 2 2 2 2 2 3 2 3 2 3 2 2 2 2 2 3 2 3 6 7 7 7 9 10 12 13 13 14 16 18 19 21 21 23 24 25 26 25 26 25 27 26 26 26 26 26 28 28 30 34 35 39 38 40 40 42 43 44 47 45 52 54 55 59 58 60 60 62 61 66 65 68 68 72 75 75 75 76 76 79 81 81 84 83 85 85 85 86 87 89 88 88 90 90 91 92 93 92 93 93 93 96 94 97 96 97 96 98 99 99 99 100 100 100 100 100 101 102 101 100 101 100 101 100 101 101 102 102 102 102 102 102 103 102 103 104 103 103 103 103 103 103 102 103 102 101 101 101 103 102 102 98 98 98 95 94 91 91 90 86 86 83 82 80 76 76 74 70 68 68 64 61 59 59 57 53 52 50 48 46 45 42 42 38 37 34 34 30 29 30 26 26 27 23 23 21 21 19 17 17 16 16 15 13 12 11 12 10 10 9 8 7 7 4 5 4 4 3 3 3 3 2 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 2 2 2 2 3 2 2 2 2 2 3 3 5 5 8 7 8 9 11 13 14 14 16 17 18 18 18 18 19 18 18 19 19 18 23 22 26 26 28 29 29 33 35 37 36 39 40 40 43 46 47 47 51 51 53 57 55 54 61 62 62 61 62 62 63 63 64 64 64 66 66 68 70 68 69 69 69 70 73 70 70 71 71 72 72 72 73 73 73 74 74 75 75 75 76 77 76 77 78 80 79 81 81 83 84 85 84 85 85 85 87 87 86 87 88 86 87 87 87 88 88 88 88 88 89 89 89 90 88 88 88 88 89 89 89 89 89 89 90 90 90 89 89 89 88 87 86 85 84 83 83 82 82 79 77 76 76 75 74 73 70 70 69 67 67 64 64 63 62 61 60 59 58 57 57 54 54 53 52 51 49 49 47 46 46 44 44 43 43 41 40 40 37 37 35 34 33 32 32 32 30 30 27 26 25 24 23 23 21 21 20 21 18 18 17 17 15 15 14 13 13 12 11 10 9 8 9 8 7 7 6 5 5 4 4 4 4 4 3 3 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 4 5 5 6 6 8 8 11 10 12 15 15 16 16 21 21 23 23 24 25 26 26 26 26 27 26 26 26 26 27 27 30 31 32 32 39 38 40 42 43 44 47 46 47 51 55 56 57 60 60 60 61 63 66 69 69 69 73 75 74 75 76 76 80 81 82 84 83 85 86 86 87 87 87 89 89 91 90 90 92 92 93 93 93 94 94 94 94 95 96 97 97 98 99 99 99 99 100 100 100 100 100 101 100 101 101 102 101 101 101 102 101 102 102 102 102 103 103 102 103 102 102 102 103 102 102 103 103 102 102 101 102 102 100 100 99 98 97 97 93 92 92 89 87 87 84 82 79 78 75 73 71 68 68 63 62 61 58 55 55 52 49 48 46 43 41 42 39 36 35 34 31 31 29 28 26 26 24 22 22 21 20 18 18 17 15 16 14 12 12 11 10 10 9 9 6 6 6 5 5 4 4 3 2 2 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 4 5 6 6 8 7 9 12 13 14 13 16 17 17 18 19 18 18 19 19 20 20 22 21 21 23 25 28 29 31 32 35 36 40 41 42 42 43 48 47 48 52 52 56 55 56 60 59 59 61 60 62 63 63 65 64 65 67 66 66 66 68 68 69 69 69 69 69 69 70 71 72 71 72 72 72 73 74 74 74 75 77 75 76 77 78 76 77 79 80 81 80 82 84 83 83 84 87 86 85 86 86 86 87 87 87 90 88 87 87 89 88 88 88 89 89 90 89 89 89 89 89 89 90 89 89 90 90 90 90 89 89 88 88 87 85 86 85 84 83 83 81 79 78 77 76 74 74 72 72 70 68 68 67 66 62 63 62 62 60 59 59 58 55 54 53 53 53 51 51 49 48 45 45 45 44 43 43 41 39 39 37 37 36 34 33 31 32 31 30 28 27 27 25 23 23 22 22 20 20 19 18 17 16 16 16 15 15 14 13 12 11 10 10 9 9 8 7 6 6 6 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 3 2 2 2 2 2 3 4 4 5 5 7 7 8 10 11 12 14 15 17 18 19 20 22 23 25 25 26 26 26 25 25 25 25 25 25 26 25 29 31 30 36 38 39 43 43 43 44 45 47 48 50 52 57 57 61 60 60 61 65 67 68 70 69 72 74 74 74 77 77 81 83 82 83 83 85 84 86 86 86 87 88 90 89 90 90 92 93 92 93 94 94 94 94 96 96 96 96 96 98 98 98 98 98 99 99 99 99 100 100 101 100 100 102 101 101 100 100 101 100 100 102 102 102 102 102 102 102 102 103 102 103 104 103 103 103 103 102 101 101 101 100 101 98 97 96 94 92 92 90 88 85 83 82 80 76 77 75 71 71 67 63 62 60 57 56 55 52 50 49 45 44 42 42 39 35 35 35 30 30 29 27 26 26 24 22 22 20 19 18 17 16 15 15 13 13 13 12 11 9 9 10 8 7 7 6 6 5 5 4 3 2 3 
2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 3 2 2 2 2 2 2 2 3 3 3 3 5 5 6 7 9 10 12 14 14 14 15 14 17 17 17 18 18 19 18 20 19 18 21 21 24 24 26 29 29 32 35 35 38 37 40 44 46 47 47 49 53 53 54 55 56 56 60 61 62 62 63 62 66 65 65 66 66 66 67 67 67 68 71 69 70 70 70 71 70 71 71 72 72 74 73 73 74 74 74 75 75 75 76 75 75 76 79 79 78 79 80 82 82 83 84 84 85 86 85 86 86 87 86 87 88 89 89 88 89 89 88 88 89 89 89 89 90 89 89 89 89 89 90 89 89 90 89 90 89 88 89 88 87 87 86 86 85 83 82 82 80 79 77 78 77 75 74 73 71 69 68 67 67 65 64 62 62 61 61 59 58 57 55 54 53 52 51 51 50 49 49 46 47 45 45 45 42 40 39 38 38 37 36 35 33 31 31 31 29 29 28 27 25 24 24 22 21 20 19 19 18 18 16 16 15 15 14 13 13 12 12 10 10 10 9 8 8 7 7 6 5 3 3 3 3 3 3 2 2 2 3 3 3 3 3 3 3 2 2 2 2 2 2 2 3 3 4 4 4 6 6 7 9 8 11 13 14 16 17 18 20 20 22 24 25 25 25 25 25 26 25 25 25 26 25 25 30 30 31 33 36 35 38 39 41 42 46 46 47 49 51 51 57 56 59 60 62 62 62 67 69 69 72 72 72 73 75 77 78 80 79 79 83 82 83 86 86 86 87 88 88 89 89 91 91 92 91 92 93 93 94 94 94 94 96 95 97 97 98 98 98 99 99 99 99 100 100 99 99 101 101 101 101 101 102 101 102 101 102 101 102 102 102 102 102 103 102 103 103 103 102 102 103 103 103 103 102 102 101 100 100 98 98 97 97 95 92 91 88 88 85 83 81 80 77 78 73 71 70 67 62 63 59 57 57 53 50 50 47 47 44 43 40 38 37 36 34 32 30 29 27 26 25 23 22 21 20 17 18 17 16 15 15 14 13 12 11 11 9 8 7 8 7 6 7 6 5 5 3 4 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 2 2 2 2 3 2 2 3 2 2 2 3 3 4 6 7 7 7 11 12 15 14 15 16 17 18 18 19 18 19 18 18 18 19 19 20 21 22 25 28 28 29 30 36 36 36 41 40 43 46 48 50 49 51 51 53 55 58 59 60 60 60 62 64 63 64 65 65 66 67 68 68 68 67 68 69 69 70 70 71 71 71 72 72 73 74 73 74 74 73 73 73 74 74 75 75 75 76 76 77 78 79 79 80 80 82 83 83 85 85 85 86 86 88 87 88 88 89 89 88 88 89 89 89 88 88 89 89 89 89 89 89 89 89 89 89 88 88 89 89 89 88 89 88 88 89 87 88 86 84 83 82 81 81 79 79 77 75 74 74 72 71 71 68 67 66 66 64 63 62 61 60 60 59 57 57 54 53 52 51 50 49 48 49 47 46 45 44 44 42 43 40 39 37 38 36 34 32 31 32 29 28 28 29 26 26 24 23 22 22 20 18 19 18 16 16 16 15 14 13 13 12 11 12 11 10 9 9 8 7 7 6 6 6 5 4 3 3 3 3 2 3 3 3 3 2 3 3 3 2 2 2 2 2 2 2 2 2 2 2 5 5 6 6 8 9 10 12 14 13 17 18 19 20 22 22 24 25 25 26 25 25 26 26 26 26 26 26 28 30 31 31 31 34 35 35 40 39 44 44 44 49 49 51 51 55 58 58 61 62 63 63 62 67 69 71 71 72 74 74 77 77 79 81 82 84 83 83 84 84 87 87 90 89 90 92 91 91 91 91 91 92 93 94 96 94 95 95 96 97 98 101 97 99 99 98 99 99 100 100 99 100 101 100 100 101 102 101 101 101 102 102 102 104 102 102 103 102 103 102 103 103 102 102 102 102 103 103 102 103 103 102 102 101 99 98 97 96 94 92 91 90 86 84 84 81 79 78 75 73 72 69 67 65 64 59 58 57 53 53 51 48 46 43 42 42 39 37 35 34 31 31 29 29 27 26 23 24 22 20 18 17 17 17 15 15 13 13 11 12 11 10 9 8 8 7 7 6 5 5 4 4 3 3 2 
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 3 4 4 5 6 8 10 10 12 14 13 15 15 16 18 18 18 18 18 17 17 18 18 19 18 22 22 28 26 27 27 33 35 36 38 40 44 44 45 43 48 48 50 53 56 55 57 60 59 60 61 62 63 64 64 65 66 66 66 66 67 66 68 69 68 71 71 71 70 70 71 71 73 74 74 74 73 74 74 74 74 74 74 74 76 76 76 76 78 79 79 80 81 81 82 82 83 84 84 84 85 86 87 88 87 87 87 87 88 88 89 89 88 88 88 89 90 89 92 89 90 89 89 89 88 88 89 88 89 88 89 89 88 89 88 87 86 85 85 84 82 82 80 79 78 77 77 75 74 73 71 70 71 67 66 65 65 64 62 62 59 59 58 57 57 54 54 52 52 50 50 48 48 47 46 46 44 41 42 40 40 39 38 37 34 35 33 32 30 30 29 28 28 26 26 25 24 23 22 21 19 19 18 17 17 17 15 14 13 12 12 12 11 9 9 9 9 8 8 7 6 5 5 4 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 3 4 4 6 5 8 10 10 12 13 15 17 16 18 20 21 21 24 25 26 25 27 27 27 27 27 27 27 27 27 29 32 30 33 34 35 39 39 40 43 44 50 49 50 49 51 57 56 59 60 62 62 62 67 65 70 71 71 73 73 76 77 79 79 79 79 79 84 84 84 85 86 88 88 89 89 90 91 91 92 91 92 93 93 95 95 94 96 97 96 97 99 98 98 99 98 98 98 100 99 99 99 99 99 101 100 100 102 102 102 101 102 102 102 101 102 102 103 102 102 102 103 102 103 102 103 102 101 101 102 103 102 102 101 101 100 99 97 97 94 93 91 89 87 86 82 82 80 78 76 71 72 68 68 64 62 60 58 55 53 52 50 48 47 45 42 41 39 38 34 34 33 30 29 27 27 25 25 23 21 21 18 18 16 16 17 15 15 13 12 12 11 10 10 9 7 7 6 5 4 6 4 4 3 3 2 
3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 3 3 2 2 2 3 3 3 5 6 7 7 10 10 13 13 14 16 15 16 18 18 18 18 17 17 17 17 18 18 20 22 21 24 28 27 30 33 34 35 40 43 43 42 45 47 47 51 52 52 52 55 56 59 60 60 61 62 63 63 64 66 65 65 66 67 66 66 68 69 68 68 70 72 72 71 72 72 74 73 74 74 74 74 75 74 73 75 76 75 75 76 76 78 78 79 79 81 81 81 82 81 84 83 83 84 84 86 87 87 87 87 87 88 88 88 88 88 89 90 89 90 90 89 89 88 88 89 88 89 88 89 89 88 88 89 89 89 88 88 88 86 85 85 85 83 82 81 81 79 77 77 75 75 74 73 70 71 68 67 68 65 64 63 62 61 60 60 57 57 56 55 53 52 51 50 49 49 47 46 46 44 44 43 42 42 40 40 37 37 34 34 33 32 31 30 29 28 27 26 26 25 24 23 20 20 18 18 19 17 17 15 15 15 14 13 12 11 11 10 9 9 8 8 7 7 6 6 5 3 2 2 2 3 2 3 3 3 2 3 2 2 2 2 3 2 2 2 3 2 2 3 3 2 3 3 4 5 5 8 9 10 11 15 15 16 17 19 19 20 22 23 24 26 26 26 26 26 26 26 27 26 28 28 28 30 30 33 34 37 40 39 40 44 44 44 49 49 51 55 54 56 58 59 57 61 63 65 68 70 70 69 74 73 77 76 77 79 79 82 83 83 83 85 84 86 86 88 89 91 90 91 93 93 93 92 93 94 94 94 94 95 95 96 98 97 97 98 97 97 97 98 98 101 100 100 100 99 99 100 100 100 100 100 100 100 101 100 101 101 101 102 102 102 103 103 102 103 102 102 102 102 103 103 102 102 103 101 101 100 98 97 96 95 93 91 89 86 87 83 81 80 78 74 74 73 69 69 65 62 60 59 56 55 52 50 49 46 44 43 40 39 36 35 33 33 30 31 28 25 26 24 23 21 20 19 18 17 17 15 16 14 13 12 11 10 10 10 8 7 7 5 4 5 4 4 4 4 3 3 
2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 3 2 2 2 2 2 3 3 4 4 6 6 9 11 12 15 13 14 16 16 17 18 18 18 18 18 18 18 18 19 19 20 22 21 26 27 31 33 36 40 41 41 41 44 45 47 48 49 53 52 54 54 56 58 59 60 60 63 65 64 64 65 65 66 67 67 67 68 68 69 69 70 71 71 71 72 73 72 73 73 74 74 73 74 74 74 74 73 74 75 77 76 77 78 78 78 78 79 81 82 84 84 84 84 85 84 85 86 86 86 87 87 87 87 88 88 88 90 89 89 89 89 89 88 88 88 89 89 88 89 89 88 88 88 88 87 89 89 89 88 87 86 85 86 84 82 83 82 80 79 79 76 76 75 73 72 71 71 69 67 67 65 64 62 62 61 60 59 58 57 56 54 54 53 50 52 49 48 48 46 46 44 44 44 42 41 39 39 39 38 34 34 33 32 30 31 28 26 27 25 25 25 24 23 20 20 19 19 18 17 15 15 14 13 14 12 11 11 10 9 8 8 8 7 7 6 5 5 5 3 4 3 3 4 3 3 2 3 2 2 3 2 3 2 2 3 2 2 3 2 2 2 2 3 3 3 4 5 4 8 9 9 10 14 14 17 16 20 21 22 22 23 25 26 27 27 27 27 27 27 27 27 27 28 29 29 31 32 35 35 38 39 39 41 45 47 46 52 52 53 54 56 59 60 59 62 64 68 66 68 69 70 73 72 77 77 78 79 81 81 84 83 83 84 85 88 86 87 89 90 89 91 92 93 93 94 94 94 94 93 94 94 95 96 95 96 97 97 98 99 98 99 99 99 101 100 100 99 99 99 99 99 99 102 102 101 101 103 102 103 102 102 102 101 102 103 102 102 103 102 102 103 103 103 103 103 102 102 101 100 99 98 96 93 93 92 89 88 86 84 81 79 77 74 73 71 70 68 64 62 62 58 57 53 51 50 48 47 45 43 41 41 37 35 35 32 31 28 28 26 25 22 23 22 19 18 18 17 17 17 14 15 13 12 12 10 10 9 9 7 7 7 6 5 5 5 3 3 3 3 
