,Time,Dominant Freq.,X,Y,Amplitude,Phase,Wavelength,Aspect_Ratio
2,12,False,8,1,0.037496019802174645,-0.24973594247610903,0.125,0.29996815841739716
3,12,True,9,1,0.0411762358778036,-1.5415115649685691,0.1111111111111111,0.3705861229002324
4,12,False,10,1,0.033780187988096406,-0.8408793759077406,0.1,0.33780187988096405
5,12,False,11,5,0.039730267193949384,-0.4542664924712901,0.09090909090909091,0.4370329391334432
6,12,False,11,6,0.041274911104933316,-1.6602311661294396,0.09090909090909091,0.45402402215426646
0,13,True,4,0,0.010764836629286387,1.1372675215850012,0.25,0.04305934651714555
1,13,True,6,0,0.032473029030874,3.125843911595677,0.16666666666666666,0.194838174185244
2,13,False,8,1,0.043297658215275966,-0.28838957889614736,0.125,0.34638126572220773
3,13,True,9,1,0.04649711438236812,-1.6170477044051117,0.1111111111111111,0.4184740294413131
4,13,False,11,5,0.04269893504628913,-0.5941211498958077,0.09090909090909091,0.46968828550918046
5,13,False,11,6,0.04773200703044652,-1.8118603300047535,0.09090909090909091,0.5250520773349117
0,14,True,4,0,0.012956670507372404,0.9358214685201254,0.25,0.05182668202948962
1,14,True,6,0,0.03534752814087508,3.124614048400201,0.16666666666666666,0.21208516884525047
2,14,False,8,1,0.049376356466653434,-0.39131601754773365,0.125,0.3950108517332275
3,14,True,9,1,0.05337521247045477,-1.7992010420337263,0.1111111111111111,0.48037691223409296
4,14,False,11,5,0.050928932546894595,-0.9004406589678277,0.09090909090909091,0.5602182580158406
5,14,False,11,6,0.05143944569794305,-2.1062944967890638,0.09090909090909091,0.5658339026773735
0,15,True,4,0,0.013901621700020395,0.9155740182076978,0.25,0.05560648680008158
1,15,True,6,0,0.03718627881504597,3.088761130938172,0.16666666666666666,0.22311767289027584
2,15,False,8,1,0.055303539247520205,-0.5066840582886234,0.125,0.44242831398016164
3,15,True,9,1,0.05898335042552726,-1.9480009606307342,0.1111111111111111,0.5308501538297454
4,15,False,11,5,0.057633457972387225,-1.0501757138654169,0.09090909090909091,0.6339680376962594
5,15,False,11,6,0.058997325157560114,-2.3087082494878812,0.09090909090909091,0.6489705767331613
0,16,True,4,0,0.015757175545856372,0.8764250211927401,0.25,0.06302870218342549
1,16,True,6,0,0.04066053462164518,3.085290415755771,0.16666666666666666,0.24396320772987107
2,16,False,8,1,0.054855665237840204,-0.6186625271033651,0.125,0.43884532190272163
3,16,True,9,1,0.06593615256985604,-2.1322043592090822,0.1111111111111111,0.5934253731287044
4,16,False,11,5,0.06164651048206653,-1.1830919336698722,0.09090909090909091,0.6781116153027318
5,16,False,11,6,0.06401081852054026,-2.4660932305507366,0.09090909090909091,0.7041190037259428
0,17,True,4,0,0.01630842011660576,0.7546212559438054,0.25,0.06523368046642304
1,17,True,6,0,0.041848161816993204,2.951793754876783,0.16666666666666666,0.25108897090195925
2,17,False,8,1,0.06012568210754379,-0.7430104641386804,0.125,0.48100545686035034
3,17,True,9,1,0.07197067301881765,-2.286306515094216,0.1111111111111111,0.6477360571693589
4,17,False,11,5,0.0636178331516846,-1.3061956623347597,0.09090909090909091,0.6997961646685306
5,17,False,11,6,0.06315214868010605,-2.592489161942733,0.09090909090909091,0.6946736354811665
0,18,True,4,0,0.015145396639665212,0.585885299241637,0.25,0.060581586558660847
1,18,True,6,0,0.04185677922851449,2.8283338629679737,0.16666666666666666,0.251140675371087
2,18,False,8,1,0.06490535323339242,-0.8488403575907288,0.125,0.5192428258671393
3,18,True,9,1,0.07550846084332122,-2.4139652575936563,0.1111111111111111,0.679576147589891
4,18,False,11,5,0.06568243672582666,-1.5245052735380527,0.09090909090909091,0.7225068039840933
5,18,False,11,6,0.06584580621306589,-2.8121445002827072,0.09090909090909091,0.7243038683437247
0,19,True,4,0,0.01529162007700314,0.39589892142128896,0.25,0.06116648030801256
1,19,True,6,0,0.04069841766435868,2.72359549189671,0.16666666666666666,0.24419050598615208
2,19,False,8,1,0.06742405539002728,-0.9330859843630586,0.125,0.5393924431202183
3,19,True,9,1,0.08086244668975674,-2.5542808197285356,0.1111111111111111,0.7277620202078107
4,19,False,11,5,0.0650638606041135,-1.7480015760332321,0.09090909090909091,0.7157024666452484
5,19,False,11,6,0.07189802418532083,-3.0117606416390803,0.09090909090909091,0.7908782660385292
0,20,True,4,0,0.012210338313594997,0.3873597257067052,0.25,0.048841353254379986
1,20,True,6,0,0.04212734484441723,2.5923782522205348,0.16666666666666666,0.2527640690665034
2,20,False,8,1,0.07246191319748332,-1.0209877893048602,0.125,0.5796953055798666
3,20,True,9,1,0.0867006988457641,-2.6470307471543677,0.1111111111111111,0.780306289611877
4,20,False,11,5,0.07054105344474705,-1.9781783525426935,0.09090909090909091,0.7759515878922175
5,20,False,11,6,0.0744520655298674,-3.133736969867337,0.09090909090909091,0.8189727208285413
0,21,True,4,0,0.01352003975354002,0.29449377235157886,0.25,0.05408015901416008
1,21,True,6,0,0.041392469671236005,2.4892102287278837,0.16666666666666666,0.24835481802741605
2,21,False,8,1,0.07824544974588207,-1.0586783869218817,0.125,0.6259635979670566
3,21,True,9,1,0.09315748195494822,-2.7619744808547444,0.1111111111111111,0.838417337594534
0,22,True,4,0,0.015708958529274807,-0.04783048668153542,0.25,0.06283583411709923
1,22,True,6,0,0.04236407201015509,2.435045302760944,0.16666666666666666,0.25418443206093055
2,22,False,8,1,0.0840597966576436,-1.1400117656231539,0.125,0.6724783732611488
3,22,True,9,1,0.10120041074386549,-2.8574585333572746,0.1111111111111111,0.9108036966947894
4,22,False,7,2,0.08186294743567223,-1.522186297425257,0.14285714285714285,0.5730406320497056
0,23,True,4,0,0.018658836677775906,-0.15238346402682298,0.25,0.07463534671110363
1,23,True,6,0,0.04325118480727662,2.430752705239447,0.16666666666666666,0.25950710884365974
2,23,True,9,1,0.11469784256754742,-2.9482001172265346,0.1111111111111111,1.032280583107927
0,24,True,4,0,0.023175858195868017,-0.42384884095126724,0.25,0.09270343278347207
1,24,True,6,0,0.04260117639282236,2.391989415037652,0.16666666666666666,0.2556070583569342
2,24,True,9,1,0.12561681192278387,-3.1034953831680823,0.1111111111111111,1.1305513073050548
3,24,False,7,2,0.10049912588790641,-1.7082266678488176,0.14285714285714285,0.703493881215345
0,25,True,4,0,0.02406153140433356,-0.576169259062726,0.25,0.09624612561733424
1,25,True,6,0,0.04318639808642842,2.366949662351097,0.16666666666666666,0.25911838851857055
2,25,True,9,1,0.13226690382021739,3.0782668474703496,0.1111111111111111,1.1904021343819566
3,25,False,7,2,0.11003919556153731,-1.8053915753364211,0.14285714285714285,0.7702743689307612
0,26,True,4,0,0.024161859436328353,-0.6099701109831926,0.25,0.09664743774531341
1,26,True,6,0,0.0454273697612956,2.359471695490387,0.16666666666666666,0.27256421856777363
2,26,True,9,1,0.13773165242968072,2.920512060624653,0.1111111111111111,1.2395848718671265
3,26,False,7,2,0.11814247175660327,-1.9012786618196595,0.14285714285714285,0.8269973022962229
0,27,True,4,0,0.027111685883054022,-0.7493038034611723,0.25,0.10844674353221609
1,27,True,6,0,0.046721264086919664,2.29724410303564,0.16666666666666666,0.280327584521518
2,27,False,8,1,0.11512941340514385,-1.621278306302657,0.125,0.9210353072411508
3,27,True,9,1,0.1407207740946777,2.7914512740323416,0.1111111111111111,1.2664869668520995
4,27,False,7,2,0.12660235615228618,-2.0109773969933276,0.14285714285714285,0.8862164930660034
0,28,True,4,0,0.029017058512209933,-0.7898333329842873,0.25,0.11606823404883973
1,28,True,6,0,0.04621059793370637,2.1933757179049023,0.16666666666666666,0.27726358760223824
2,28,False,8,1,0.12151670134304438,-1.7053636229376656,0.125,0.972133610744355
3,28,True,9,1,0.14499967424482532,2.651758471260877,0.1111111111111111,1.304997068203428
4,28,False,7,2,0.13456977232690195,-2.083252732341353,0.14285714285714285,0.9419884062883137
0,29,True,4,0,0.03342512859558785,-0.7451760891234349,0.25,0.1337005143823514
1,29,True,6,0,0.04587679930599296,2.1225675832939443,0.16666666666666666,0.2752607958359578
2,29,False,8,1,0.12806524006610545,-1.8033707635027374,0.125,1.0245219205288436
3,29,True,9,1,0.15145115953425184,2.5064625136197636,0.1111111111111111,1.3630604358082665
4,29,False,7,2,0.14497879055686513,-2.154285825556839,0.14285714285714285,1.014851533898056
0,30,True,4,0,0.035685563696543535,-0.7472122745836559,0.25,0.14274225478617414
1,30,True,6,0,0.04482685661007093,2.0177110387827675,0.16666666666666666,0.2689611396604256
2,30,False,11,0,0.12870871055222316,0.8036269823468842,0.09090909090909091,1.4157958160744548
3,30,False,8,1,0.13170211021128594,-1.9085368272681054,0.125,1.0536168816902876
4,30,True,9,1,0.16028641536124907,2.3423599657363017,0.1111111111111111,1.4425777382512417
5,30,False,7,2,0.1559162900336285,-2.2325267120774086,0.14285714285714285,1.0914140302353996
0,31,True,4,0,0.03742915353611747,-0.7874048277489496,0.25,0.14971661414446988
1,31,True,6,0,0.0423757797508497,1.839522044691956,0.16666666666666666,0.2542546785050982
2,31,False,11,0,0.13657963834017234,0.6158380628951772,0.09090909090909091,1.5023760217418958
3,31,False,8,1,0.1357521334679382,-2.0002545134074445,0.125,1.0860170677435057
4,31,True,9,1,0.1683135101115109,2.223181482941368,0.1111111111111111,1.5148215910035983
5,31,False,7,2,0.16426447832917512,-2.332458873288001,0.14285714285714285,1.1498513483042259
0,32,True,4,0,0.03971002033964785,-0.8249162952383292,0.25,0.1588400813585914
1,32,True,6,0,0.04106102126949111,1.7174687505907764,0.16666666666666666,0.24636612761694668
2,32,True,9,1,0.17797317123489637,2.0764984484964857,0.1111111111111111,1.6017585411140673
3,32,False,7,2,0.17312377015040759,-2.429659952013262,0.14285714285714285,1.211866391052853
0,33,True,4,0,0.04381370396285711,-0.8530560720845095,0.25,0.17525481585142844
1,33,True,6,0,0.04241115753120969,1.6359860342766865,0.16666666666666666,0.25446694518725815
2,33,False,8,1,0.1513471146079738,-2.211755217598283,0.125,1.2107769168637903
3,33,True,9,1,0.1855526077814033,1.958731962268997,0.1111111111111111,1.6699734700326299
4,33,False,7,2,0.18216586755696956,-2.5384196441580436,0.14285714285714285,1.275161072898787
0,34,True,4,0,0.04653138449975944,-0.86187422752176,0.25,0.18612553799903775
1,34,True,6,0,0.03895569153867806,1.4523627190176123,0.16666666666666666,0.23373414923206837
2,34,False,8,1,0.1619565784828762,-2.3198436704258834,0.125,1.2956526278630096
3,34,True,9,1,0.1962334272226624,1.8491282262800341,0.1111111111111111,1.7661008450039617
4,34,False,7,2,0.18814122824626503,-2.626908808651537,0.14285714285714285,1.3169885977238553
0,35,True,4,0,0.04877838337135591,-0.8933959567718248,0.25,0.19511353348542365
1,35,True,6,0,0.038107255309544036,1.347736422063836,0.16666666666666666,0.22864353185726422
2,35,False,8,1,0.17250391295644052,-2.4366392253548406,0.125,1.3800313036515242
3,35,True,9,1,0.20171350324563964,1.7212871095931075,0.1111111111111111,1.8154215292107567
4,35,False,7,2,0.1944732261347702,-2.721114144266681,0.14285714285714285,1.3613125829433914
0,36,True,4,0,0.05014316876496518,-0.9486962746824001,0.25,0.20057267505986073
1,36,True,6,0,0.03882666223558953,1.1657951389750838,0.16666666666666666,0.2329599734135372
2,36,False,8,1,0.18149666875933818,-2.5484442441504025,0.125,1.4519733500747054
3,36,True,9,1,0.20803608010831476,1.6210063690460197,0.1111111111111111,1.8723247209748328
4,36,False,7,2,0.20024259921250295,-2.7940598397367333,0.14285714285714285,1.4016981944875206
0,37,True,4,0,0.05068648452121665,-1.014163869944284,0.25,0.2027459380848666
1,37,True,6,0,0.04116542925382172,0.9837712015349211,0.16666666666666666,0.2469925755229303
2,37,False,8,1,0.18549099407225308,-2.6243877656546277,0.125,1.4839279525780247
3,37,True,9,1,0.2159477718287429,1.50967670488447,0.1111111111111111,1.9435299464586862
4,37,False,7,2,0.21047749344393407,-2.8749196153675642,0.14285714285714285,1.4733424541075386
0,38,True,4,0,0.05263550195451705,-1.0927219972771327,0.25,0.2105420078180682
1,38,True,6,0,0.044167029823103464,0.8846309434561215,0.16666666666666666,0.2650021789386208
2,38,False,8,1,0.1901406210490109,-2.713589248121776,0.125,1.521124968392087
3,38,True,9,1,0.22546517211044434,1.4103906830511395,0.1111111111111111,2.0291865489939993
4,38,False,7,2,0.21696756757920588,-2.9675549761080324,0.14285714285714285,1.5187729730544413
0,39,True,4,0,0.05374757223543285,-1.1307390727624156,0.25,0.2149902889417314
1,39,True,6,0,0.0487891324609883,0.7430491712365761,0.16666666666666666,0.29273479476592984
2,39,False,8,1,0.19849510346738097,-2.7947963346639075,0.125,1.5879608277390478
3,39,True,9,1,0.22961039747202838,1.3030919668715486,0.1111111111111111,2.0664935772482558
4,39,False,7,2,0.21885663515567041,-3.042443675593713,0.14285714285714285,1.531996446089693
0,40,True,4,0,0.053827328497753915,-1.1772400665834029,0.25,0.21530931399101566
1,40,True,6,0,0.04982175197750797,0.6725305416292375,0.16666666666666666,0.2989305118650478
2,40,False,8,1,0.205270176259134,-2.8829245741690346,0.125,1.642161410073072
3,40,True,9,1,0.23860340815277611,1.192531071936888,0.1111111111111111,2.147430673374985
4,40,False,7,2,0.21979387610642828,-3.111822877378139,0.14285714285714285,1.538557132744998
0,41,True,4,0,0.05586822443542698,-1.186568574609565,0.25,0.22347289774170792
1,41,True,6,0,0.0509212213164588,0.6008714202406867,0.16666666666666666,0.3055273278987528
2,41,False,8,1,0.21735069990169498,-2.981256471008852,0.125,1.7388055992135598
3,41,True,9,1,0.24089910195192443,1.0931435525558537,0.1111111111111111,2.16809191756732
4,41,False,7,2,0.22654453226300583,3.0881717699718836,0.14285714285714285,1.585811725841041
0,42,True,4,0,0.05872424628400486,-1.2262601215480347,0.25,0.23489698513601945
1,42,True,6,0,0.053056254498127224,0.5516290786659822,0.16666666666666666,0.3183375269887634
2,42,False,8,1,0.22606956222643254,-3.077744337834611,0.125,1.8085564978114603
3,42,True,9,1,0.2452675569476241,1.0018103958887778,0.1111111111111111,2.207408012528617
4,42,False,7,2,0.2321208527777905,3.0112096023008705,0.14285714285714285,1.6248459694445334
0,43,True,4,0,0.05950048565015459,-1.2809340080694382,0.25,0.23800194260061835
1,43,True,6,0,0.05647299369198319,0.51040397214821,0.16666666666666666,0.33883796215189915
2,43,False,8,1,0.23131821621636162,3.104898654381363,0.125,1.850545729730893
3,43,True,9,1,0.24888125795515822,0.8964882283882968,0.1111111111111111,2.239931321596424
4,43,False,7,2,0.2356827966703199,2.9421314295204257,0.14285714285714285,1.6497795766922394
0,44,True,4,0,0.05892211402146342,-1.3398940250896458,0.25,0.23568845608585368
1,44,True,6,0,0.06007428345858895,0.5026188787979128,0.16666666666666666,0.3604457007515337
2,44,False,8,0,0.20356448969683563,-2.023277009840518,0.125,1.628515917574685
3,44,False,8,1,0.2393736041043449,3.008522548324365,0.125,1.9149888328347593
4,44,True,9,1,0.25393530436501055,0.8077282517691011,0.1111111111111111,2.285417739285095
5,44,False,7,2,0.2443727956717718,2.872290914224132,0.14285714285714285,1.7106095697024029
0,45,True,4,0,0.061091092201540166,-1.374538419713505,0.25,0.24436436880616066
1,45,True,6,0,0.06300954843063981,0.48447628108810575,0.16666666666666666,0.3780572905838389
2,45,False,8,0,0.21414759721053245,-2.102568803746033,0.125,1.7131807776842596
3,45,False,8,1,0.2503373883442588,2.9211796964993426,0.125,2.0026991067540703
4,45,True,9,1,0.2645386988379255,0.7081314584305701,0.1111111111111111,2.38084828954133
5,45,False,7,2,0.25007236715011183,2.79939232024736,0.14285714285714285,1.750506570050783
0,46,True,4,0,0.062161320632110856,-1.3922626943646703,0.25,0.24864528252844342
1,46,True,6,0,0.06554942043445265,0.4042767125191419,0.16666666666666666,0.39329652260671594
2,46,False,8,0,0.22739506637045365,-2.200951144485116,0.125,1.8191605309636292
3,46,False,8,1,0.25939387944515885,2.8424648445666465,0.125,2.075151035561271
4,46,True,9,1,0.28009018872883434,0.6191862920317212,0.1111111111111111,2.520811698559509
5,46,False,7,2,0.25641899288454606,2.7158715061572805,0.14285714285714285,1.7949329501918225
0,47,True,4,0,0.06381548060800173,-1.3892058106913634,0.25,0.2552619224320069
1,47,True,6,0,0.06492797180326244,0.34703839495185657,0.16666666666666666,0.3895678308195747
2,47,False,8,0,0.23916872151430163,-2.284960760207609,0.125,1.913349772114413
3,47,False,8,1,0.27082889621265205,2.7571875634353793,0.125,2.1666311697012164
4,47,True,9,1,0.2850027704247573,0.519718300191436,0.1111111111111111,2.5650249338228157
5,47,False,7,2,0.2598918045646865,2.6484326667492,0.14285714285714285,1.8192426319528057
