,Time,Dominant,X,Y,Amplitude,Phase,PhaseVelocity,Wavelength,Amp/Wave
0,10,False,1,0,1.74219442679,3.14256398019,-0.000426466115296,1.0,1.74219442679
1,20,False,1,0,1.73681050409,3.1373924433,-0.000517153689074,1.0,1.73681050409
2,30,False,1,0,1.73384145926,3.13219949904,-0.00051929442588,1.0,1.73384145926
3,40,False,1,0,1.73207220895,3.12743825096,-0.00047612480783,1.0,1.73207220895
4,50,False,1,0,1.73061539109,3.12293616867,-0.000450208229286,1.0,1.73061539109
5,60,False,1,0,1.72884545735,3.11847233772,-0.000446383095425,1.0,1.72884545735
6,70,False,1,0,1.72686945812,3.11395570072,-0.000451663699303,1.0,1.72686945812
7,80,False,1,0,1.72514279899,3.10943562004,-0.000452008068502,1.0,1.72514279899
8,90,False,1,0,1.72327059413,3.10513215223,-0.000430346781056,1.0,1.72327059413
9,100,False,1,0,1.72164273317,3.10092431125,-0.000420784097624,1.0,1.72164273317
10,110,False,1,0,1.72042084722,3.09703629617,-0.000388801508736,1.0,1.72042084722
11,120,False,1,0,1.71919304508,3.09314867334,-0.000388762283028,1.0,1.71919304508
12,130,False,1,0,1.71869490603,3.08910655636,-0.000404211697924,1.0,1.71869490603
13,140,False,1,0,1.71814156896,3.0850721372,-0.0004034419155,1.0,1.71814156896
14,150,False,1,0,1.71785031705,3.08078332842,-0.00042888087778,1.0,1.71785031705
15,160,False,1,0,1.71763522767,3.07612418443,-0.000465914399284,1.0,1.71763522767
16,170,False,1,0,1.71721266239,3.07114374172,-0.000498044271154,1.0,1.71721266239
17,180,False,1,0,1.71679438931,3.06612187265,-0.000502186906443,1.0,1.71679438931
18,190,False,1,0,1.71632358682,3.06099727499,-0.00051245976626,1.0,1.71632358682
19,200,False,1,0,1.7158294029,3.05594403424,-0.000505324074873,1.0,1.7158294029
20,210,False,1,0,1.71540082637,3.05091539411,-0.000502864013552,1.0,1.71540082637
21,220,False,1,0,1.71534567176,3.04588959557,-0.000502579854112,1.0,1.71534567176
22,230,False,1,0,1.71525825213,3.04078154607,-0.00051080494976,1.0,1.71525825213
23,240,False,1,0,1.71510112912,3.03556911797,-0.000521242810381,1.0,1.71510112912
24,250,False,1,0,1.71518013187,3.03036902448,-0.000520009348645,1.0,1.71518013187
25,260,False,1,0,1.71528064426,3.0250762028,-0.000529282167776,1.0,1.71528064426
26,270,False,1,0,1.71516680325,3.01979478347,-0.000528141933198,1.0,1.71516680325
27,280,False,1,0,1.71489847248,3.01437069711,-0.000542408635509,1.0,1.71489847248
28,290,False,1,0,1.71475972881,3.00897465178,-0.000539604532936,1.0,1.71475972881
