,Time,Dominant Freq.,X,Y,Amplitude,Phase,,Wavelength,Amp/Wave
6,296,FALSE,26,2,0.279466038,1.92104215,,0.038461538,7.266116984
7,296,FALSE,30,2,0.336652955,-0.119929561,,0.033333333,10.09958865
8,296,FALSE,31,2,0.327575325,-1.328794041,,0.032258065,10.15483507
9,296,FALSE,40,2,0.278345119,2.32294651,,0.025,11.13380475
10,296,FALSE,33,3,0.30522741,0.731325422,,0.03030303,10.07250453
11,296,FALSE,29,4,0.282335685,3.139978395,,0.034482759,8.187734876
12,296,FALSE,36,5,0.291891024,-0.492508633,,0.027777778,10.50807687
13,296,FALSE,39,5,0.294302685,-0.412611634,,0.025641026,11.4778047
0,297,FALSE,25,0,0.346498091,-0.402331493,,0.04,8.66245228
1,297,FALSE,33,0,0.332005804,0.778463648,,0.03030303,10.95619152
2,297,FALSE,38,0,0.291170233,1.591394859,,0.026315789,11.06446887
3,297,FALSE,40,0,0.289001478,-2.600183404,,0.025,11.56005914
4,297,FALSE,24,1,0.283353879,-2.002838863,,0.041666667,6.800493102
5,297,FALSE,31,1,0.303827126,-1.891405125,,0.032258065,9.41864092
6,297,FALSE,26,2,0.281323352,1.907107832,,0.038461538,7.314407159
7,297,FALSE,30,2,0.338183105,-0.13551181,,0.033333333,10.14549314
8,297,FALSE,31,2,0.328955865,-1.347723854,,0.032258065,10.19763182
9,297,FALSE,40,2,0.278203627,2.293172008,,0.025,11.1281451
10,297,FALSE,33,3,0.306868457,0.714011572,,0.03030303,10.12665909
11,297,FALSE,29,4,0.283999287,3.123863702,,0.034482759,8.235979319
12,297,FALSE,36,5,0.292727416,-0.516922897,,0.027777778,10.53818697
13,297,FALSE,39,5,0.294147828,-0.440348308,,0.025641026,11.47176529
0,298,FALSE,25,0,0.348543477,-0.413788103,,0.04,8.713586934
1,298,FALSE,33,0,0.333428028,0.757798575,,0.03030303,11.00312492
2,298,FALSE,38,0,0.292138216,1.565373657,,0.026315789,11.10125222
3,298,FALSE,40,0,0.289450774,-2.630783138,,0.025,11.57803094
4,298,FALSE,24,1,0.285011886,-2.011275331,,0.041666667,6.840285264
5,298,FALSE,31,1,0.305779416,-1.90887163,,0.032258065,9.479161886
6,298,FALSE,26,2,0.282228523,1.893242228,,0.038461538,7.337941604
7,298,FALSE,30,2,0.339647531,-0.153373301,,0.033333333,10.18942593
8,298,FALSE,31,2,0.330664037,-1.366936665,,0.032258065,10.25058516
9,298,FALSE,33,3,0.307704551,0.696888213,,0.03030303,10.15425019
10,298,FALSE,29,4,0.284487438,3.106697037,,0.034482759,8.250135707
11,298,FALSE,36,5,0.292240828,-0.540421254,,0.027777778,10.5206698
12,298,FALSE,39,5,0.294013983,-0.467478728,,0.025641026,11.46654534
0,299,FALSE,25,0,0.350666987,-0.425055881,,0.04,8.766674665
1,299,FALSE,33,0,0.334287126,0.737265899,,0.03030303,11.03147514
2,299,FALSE,38,0,0.293188334,1.540165161,,0.026315789,11.1411567
3,299,FALSE,40,0,0.289993389,-2.659996418,,0.025,11.59973558
4,299,FALSE,24,1,0.286213129,-2.020587717,,0.041666667,6.869115102
5,299,FALSE,31,1,0.306789196,-1.927253533,,0.032258065,9.510465071
6,299,FALSE,26,2,0.283793644,1.879845039,,0.038461538,7.378634732
7,299,FALSE,30,2,0.341917789,-0.168148853,,0.033333333,10.25753368
8,299,FALSE,31,2,0.331515088,-1.386803122,,0.032258065,10.27696772
9,299,FALSE,33,3,0.309076289,0.677742129,,0.03030303,10.19951752
10,299,FALSE,29,4,0.285003734,3.093079448,,0.034482759,8.26510828
11,299,FALSE,36,5,0.292075713,-0.561181071,,0.027777778,10.51472568
12,299,FALSE,39,5,0.294665499,-0.492809533,,0.025641026,11.49195448
0,300,FALSE,25,0,0.352159107,-0.435374142,,0.04,8.803977682
1,300,FALSE,33,0,0.335162008,0.717296503,,0.03030303,11.06034625
2,300,FALSE,38,0,0.29468972,1.511288141,,0.026315789,11.19820937
3,300,FALSE,40,0,0.29113477,-2.690515847,,0.025,11.6453908
4,300,FALSE,24,1,0.287826001,-2.027536376,,0.041666667,6.907824018
5,300,FALSE,31,1,0.308113466,-1.944545437,,0.032258065,9.55151746
6,300,FALSE,26,2,0.284862275,1.866030379,,0.038461538,7.40641915
7,300,FALSE,30,2,0.344471992,-0.182843631,,0.033333333,10.33415975
8,300,FALSE,31,2,0.332589009,-1.406103321,,0.032258065,10.31025929
9,300,FALSE,33,3,0.310561434,0.660344401,,0.03030303,10.24852732
10,300,FALSE,29,4,0.286125989,3.077792903,,0.034482759,8.29765368
11,300,FALSE,36,5,0.291919392,-0.583077745,,0.027777778,10.5090981
12,300,FALSE,39,5,0.29531881,-0.519803685,,0.025641026,11.51743361
0,301,FALSE,25,0,0.353742544,-0.445635859,,0.04,8.843563599
1,301,FALSE,33,0,0.336919453,0.695583858,,0.03030303,11.11834194
2,301,FALSE,38,0,0.295601969,1.485935984,,0.026315789,11.23287482
3,301,FALSE,40,0,0.291635413,-2.718936237,,0.025,11.6654165
4,301,FALSE,24,1,0.289323329,-2.037232192,,0.041666667,6.943759902
5,301,FALSE,31,1,0.30845985,-1.96437325,,0.032258065,9.56225536
6,301,FALSE,26,2,0.285284215,1.854131883,,0.038461538,7.4173896
7,301,FALSE,30,2,0.346327676,-0.198222265,,0.033333333,10.38983027
8,301,FALSE,31,2,0.333587796,-1.426537587,,0.032258065,10.34122168
9,301,FALSE,33,3,0.31153045,0.640886162,,0.03030303,10.28050483
10,301,FALSE,29,4,0.287934289,3.061082692,,0.034482759,8.350094384
11,301,FALSE,36,5,0.291657627,-0.605613062,,0.027777778,10.49967456
12,301,FALSE,39,5,0.295697354,-0.546324158,,0.025641026,11.5321968
0,302,FALSE,25,0,0.35532272,-0.456680169,,0.04,8.883067998
1,302,FALSE,33,0,0.337901681,0.675752984,,0.03030303,11.15075549
2,302,FALSE,38,0,0.296006746,1.456986727,,0.026315789,11.24825636
3,302,FALSE,40,0,0.293375672,-2.749782862,,0.025,11.73502687
4,302,FALSE,24,1,0.290735003,-2.046831436,,0.041666667,6.977640083
5,302,FALSE,31,1,0.308944043,-1.983994747,,0.032258065,9.577265342
6,302,FALSE,26,2,0.28716767,1.840382411,,0.038461538,7.466359414
7,302,FALSE,30,2,0.347960633,-0.212551298,,0.033333333,10.43881898
8,302,FALSE,31,2,0.33482358,-1.444622419,,0.032258065,10.37953098
9,302,FALSE,33,3,0.313238474,0.620194255,,0.03030303,10.33686965
10,302,FALSE,29,4,0.288933691,3.045774967,,0.034482759,8.379077034
11,302,FALSE,36,5,0.292184593,-0.628531937,,0.027777778,10.51864535
12,302,FALSE,39,5,0.296884596,-0.570330278,,0.025641026,11.57849924
0,303,FALSE,25,0,0.356508207,-0.466675196,,0.04,8.912705178
1,303,FALSE,33,0,0.338503162,0.654769832,,0.03030303,11.17060436
2,303,FALSE,38,0,0.29694764,1.429340501,,0.026315789,11.28401033
3,303,FALSE,40,0,0.293920525,-2.779794548,,0.025,11.75682102
4,303,FALSE,24,1,0.292067189,-2.05439439,,0.041666667,7.00961253
5,303,FALSE,31,1,0.309794339,-2.000820028,,0.032258065,9.60362452
6,303,FALSE,26,2,0.287817121,1.828765771,,0.038461538,7.483245138
7,303,FALSE,30,2,0.348587997,-0.229706923,,0.033333333,10.45763991
8,303,FALSE,31,2,0.336410698,-1.464652402,,0.032258065,10.42873162
9,303,FALSE,33,3,0.314844054,0.597790968,,0.03030303,10.38985379
10,303,FALSE,29,4,0.2895262,3.027630776,,0.034482759,8.396259807
11,303,FALSE,36,5,0.292332525,-0.651231686,,0.027777778,10.5239709
12,303,FALSE,39,5,0.297475487,-0.597110711,,0.025641026,11.60154399
0,304,FALSE,25,0,0.357933832,-0.476041287,,0.04,8.948345795
1,304,FALSE,33,0,0.339155211,0.635401755,,0.03030303,11.19212196
2,304,FALSE,38,0,0.297587521,1.401837762,,0.026315789,11.30832579
3,304,FALSE,40,0,0.295447709,-2.80643619,,0.025,11.81790838
4,304,FALSE,24,1,0.29371112,-2.061516696,,0.041666667,7.049066873
5,304,FALSE,31,1,0.31046517,-2.017077077,,0.032258065,9.624420267
6,304,FALSE,26,2,0.289093817,1.814454463,,0.038461538,7.51643924
7,304,FALSE,30,2,0.350144676,-0.245068754,,0.033333333,10.50434029
8,304,FALSE,31,2,0.337810713,-1.48195328,,0.032258065,10.47213209
9,304,FALSE,33,3,0.315869884,0.581313822,,0.03030303,10.42370617
10,304,FALSE,29,4,0.290868328,3.008287987,,0.034482759,8.43518151
11,304,FALSE,36,5,0.292124911,-0.673611215,,0.027777778,10.51649679
12,304,FALSE,39,5,0.297954367,-0.624870933,,0.025641026,11.62022031
0,305,FALSE,25,0,0.358963007,-0.486746639,,0.04,8.974075166
1,305,FALSE,33,0,0.339919564,0.613725973,,0.03030303,11.2173456
2,305,FALSE,38,0,0.297967823,1.372940179,,0.026315789,11.32277727
3,305,FALSE,40,0,0.296720625,-2.834812207,,0.025,11.86882499
4,305,FALSE,24,1,0.2951426,-2.068595766,,0.041666667,7.083422398
5,305,FALSE,31,1,0.310668333,-2.033304121,,0.032258065,9.630718314
6,305,FALSE,26,2,0.289629075,1.800945683,,0.038461538,7.530355939
7,305,FALSE,30,2,0.351419199,-0.261787951,,0.033333333,10.54257597
8,305,FALSE,31,2,0.340002801,-1.500572334,,0.032258065,10.54008682
9,305,FALSE,33,3,0.316623358,0.562307193,,0.03030303,10.44857082
10,305,FALSE,29,4,0.291618677,2.990593786,,0.034482759,8.456941627
11,305,FALSE,36,5,0.292016725,-0.696425134,,0.027777778,10.51260211
12,305,FALSE,39,5,0.29794796,-0.649813383,,0.025641026,11.61997042
0,306,FALSE,25,0,0.360083296,-0.496766006,,0.04,9.00208239
1,306,FALSE,33,0,0.340531275,0.593123293,,0.03030303,11.23753209
2,306,FALSE,38,0,0.299377951,1.343953309,,0.026315789,11.37636212
3,306,FALSE,40,0,0.298206535,-2.861380955,,0.025,11.92826141
4,306,FALSE,24,1,0.297125418,-2.07512592,,0.041666667,7.131010028
5,306,FALSE,31,1,0.311692755,-2.049877518,,0.032258065,9.662475411
6,306,FALSE,26,2,0.290363009,1.786054552,,0.038461538,7.549438245
7,306,FALSE,30,2,0.353112274,-0.277824719,,0.033333333,10.59336823
8,306,FALSE,31,2,0.341424598,-1.516103682,,0.032258065,10.58416254
9,306,FALSE,33,3,0.317715229,0.545217172,,0.03030303,10.48460255
10,306,FALSE,29,4,0.292706967,2.97376774,,0.034482759,8.488502045
11,306,FALSE,36,5,0.291696614,-0.718360892,,0.027777778,10.50107812
12,306,FALSE,39,5,0.29829256,-0.674359438,,0.025641026,11.63340984
0,307,FALSE,25,0,0.361843148,-0.503904154,,0.04,9.046078709
1,307,FALSE,33,0,0.340320157,0.571290693,,0.03030303,11.23056519
2,307,FALSE,38,0,0.300178836,1.316921129,,0.026315789,11.40679576
3,307,FALSE,40,0,0.29895749,-2.888123888,,0.025,11.95829961
4,307,FALSE,24,1,0.298549181,-2.085964005,,0.041666667,7.165180333
5,307,FALSE,31,1,0.312489032,-2.067220864,,0.032258065,9.687160005
6,307,FALSE,26,2,0.291505222,1.773845846,,0.038461538,7.579135774
7,307,FALSE,30,2,0.35510506,-0.294585316,,0.033333333,10.65315179
8,307,FALSE,31,2,0.343150572,-1.532603501,,0.032258065,10.63766773
9,307,FALSE,33,3,0.319766558,0.526961636,,0.03030303,10.5522964
10,307,FALSE,29,4,0.293487785,2.958151011,,0.034482759,8.511145777
11,307,FALSE,36,5,0.291927439,-0.741610766,,0.027777778,10.50938781
12,307,FALSE,39,5,0.297814452,-0.701870756,,0.025641026,11.61476361
0,308,FALSE,25,0,0.363649867,-0.513471503,,0.04,9.091246676
1,308,FALSE,33,0,0.340831296,0.553243224,,0.03030303,11.24743277
2,308,FALSE,38,0,0.301305231,1.291703817,,0.026315789,11.44959878
3,308,FALSE,40,0,0.300430626,-2.918475754,,0.025,12.01722503
4,308,FALSE,24,1,0.299690004,-2.096754972,,0.041666667,7.192560105
5,308,FALSE,31,1,0.31344782,-2.084492006,,0.032258065,9.716882416
6,308,FALSE,26,2,0.291582449,1.762960686,,0.038461538,7.581143679
7,308,FALSE,30,2,0.357022702,-0.311237828,,0.033333333,10.71068106
8,308,FALSE,31,2,0.344614954,-1.548466352,,0.032258065,10.68306358
9,308,FALSE,33,3,0.320332991,0.507357838,,0.03030303,10.57098871
10,308,FALSE,29,4,0.29428044,2.944592233,,0.034482759,8.534132746
11,308,FALSE,36,5,0.292083017,-0.760056229,,0.027777778,10.51498862
12,308,FALSE,39,5,0.296991304,-0.727972413,,0.025641026,11.58266084
0,309,FALSE,25,0,0.365028393,-0.522016632,,0.04,9.125709821
1,309,FALSE,33,0,0.342297948,0.534198309,,0.03030303,11.29583227
2,309,FALSE,38,0,0.301656303,1.266787102,,0.026315789,11.46293953
3,309,FALSE,40,0,0.301725072,-2.945882962,,0.025,12.06900287
4,309,FALSE,24,1,0.301273346,-2.107861827,,0.041666667,7.230560293
5,309,FALSE,31,1,0.314365743,-2.10288182,,0.032258065,9.745338027
6,309,FALSE,30,2,0.358165693,-0.325841056,,0.033333333,10.74497079
7,309,FALSE,31,2,0.345893762,-1.562503168,,0.032258065,10.72270661
8,309,FALSE,33,3,0.320378024,0.486746802,,0.03030303,10.5724748
9,309,FALSE,29,4,0.295412162,2.929574266,,0.034482759,8.566952709
10,309,FALSE,36,5,0.292867368,-0.781689554,,0.027777778,10.54322526
11,309,FALSE,39,5,0.297610021,-0.755016884,,0.025641026,11.60679081
0,310,FALSE,25,0,0.366921069,-0.531642053,,0.04,9.173026737
1,310,FALSE,33,0,0.343837106,0.514302103,,0.03030303,11.3466245
2,310,FALSE,38,0,0.302314091,1.242353859,,0.026315789,11.48793545
3,310,FALSE,40,0,0.303035685,-2.970704775,,0.025,12.12142738
4,310,FALSE,24,1,0.302647082,-2.117017827,,0.041666667,7.263529966
5,310,FALSE,31,1,0.315088356,-2.120650254,,0.032258065,9.767739022
6,310,FALSE,30,2,0.359159362,-0.341321289,,0.033333333,10.77478085
7,310,FALSE,31,2,0.347624129,-1.578834478,,0.032258065,10.776348
8,310,FALSE,33,3,0.321532113,0.465859037,,0.03030303,10.61055974
9,310,FALSE,29,4,0.296125215,2.91293919,,0.034482759,8.587631224
10,310,FALSE,39,5,0.297036305,-0.779723831,,0.025641026,11.58441588
0,311,FALSE,25,0,0.368161385,-0.540937836,,0.04,9.204034619
1,311,FALSE,33,0,0.34522133,0.495190277,,0.03030303,11.39230388
2,311,FALSE,38,0,0.302982615,1.218583519,,0.026315789,11.51333935
3,311,FALSE,40,0,0.30383053,-2.997082503,,0.025,12.15322121
4,311,FALSE,24,1,0.304441396,-2.126762685,,0.041666667,7.306593493
5,311,FALSE,31,1,0.316557508,-2.137997419,,0.032258065,9.813282755
6,311,FALSE,30,2,0.36065545,-0.358318867,,0.033333333,10.81966349
7,311,FALSE,31,2,0.348465496,-1.595976915,,0.032258065,10.80243038
8,311,FALSE,33,3,0.322080044,0.446810765,,0.03030303,10.62864145
9,311,FALSE,29,4,0.29684744,2.898480572,,0.034482759,8.608575754
10,311,FALSE,39,5,0.296900041,-0.806082418,,0.025641026,11.57910158
0,312,FALSE,25,0,0.369988776,-0.551784018,,0.04,9.249719395
1,312,FALSE,33,0,0.346521234,0.474373939,,0.03030303,11.43520072
2,312,FALSE,38,0,0.303549087,1.195651095,,0.026315789,11.53486531
3,312,FALSE,40,0,0.305046552,-3.025444675,,0.025,12.20186209
4,312,FALSE,24,1,0.306259694,-2.136152853,,0.041666667,7.350232657
5,312,FALSE,31,1,0.317290797,-2.154419661,,0.032258065,9.836014694
6,312,FALSE,30,2,0.361525484,-0.374715728,,0.033333333,10.84576451
7,312,FALSE,31,2,0.349749724,-1.6115593,,0.032258065,10.84224144
8,312,FALSE,33,3,0.32326518,0.427545178,,0.03030303,10.66775095
9,312,FALSE,29,4,0.296587663,2.8821808,,0.034482759,8.601042221
10,312,FALSE,39,5,0.296852747,-0.830388683,,0.025641026,11.57725713
0,313,FALSE,25,0,0.371785992,-0.563656458,,0.04,9.294649803
1,313,FALSE,33,0,0.347884455,0.453038904,,0.03030303,11.480187
2,313,FALSE,38,0,0.304185887,1.172884634,,0.026315789,11.55906372
3,313,FALSE,40,0,0.306136623,-3.05339278,,0.025,12.24546493
4,313,FALSE,24,1,0.308021705,-2.144261399,,0.041666667,7.392520925
5,313,FALSE,31,1,0.318612954,-2.16919866,,0.032258065,9.877001561
6,313,FALSE,30,2,0.362889808,-0.388324023,,0.033333333,10.88669424
7,313,FALSE,31,2,0.351398113,-1.62859139,,0.032258065,10.8933415
8,313,FALSE,33,3,0.325115274,0.405576136,,0.03030303,10.72880403
9,313,FALSE,29,4,0.297661718,2.865974392,,0.034482759,8.632189815
10,313,FALSE,39,5,0.298142909,-0.857616901,,0.025641026,11.62757345
0,314,FALSE,25,0,0.372838738,-0.575217338,,0.04,9.320968447
1,314,FALSE,33,0,0.347989496,0.434210447,,0.03030303,11.48365336
2,314,FALSE,38,0,0.305970288,1.146186043,,0.026315789,11.62687096
3,314,FALSE,40,0,0.307681859,-3.08184568,,0.025,12.30727435
4,314,FALSE,24,1,0.309521261,-2.154645789,,0.041666667,7.428510274
5,314,FALSE,31,1,0.319462098,-2.183870964,,0.032258065,9.903325052
6,314,FALSE,30,2,0.364286881,-0.404019022,,0.033333333,10.92860644
7,314,FALSE,31,2,0.352891783,-1.643767087,,0.032258065,10.93964528
8,314,FALSE,33,3,0.326276702,0.386159096,,0.03030303,10.76713116
9,314,FALSE,29,4,0.29890273,2.849521537,,0.034482759,8.668179171
10,314,FALSE,39,5,0.298373099,-0.883870093,,0.025641026,11.63655088
0,315,FALSE,25,0,0.374215557,-0.586727045,,0.04,9.355388922
1,315,FALSE,33,0,0.348763662,0.413539013,,0.03030303,11.50920086
2,315,FALSE,38,0,0.306676938,1.122283034,,0.026315789,11.65372364
3,315,FALSE,40,0,0.30946969,-3.110277708,,0.025,12.37878761
4,315,FALSE,24,1,0.311430469,-2.164495607,,0.041666667,7.474331262
5,315,FALSE,31,1,0.320120594,-2.198906143,,0.032258065,9.923738425
6,315,FALSE,30,2,0.365319568,-0.420462865,,0.033333333,10.95958705
7,315,FALSE,31,2,0.354353769,-1.659653888,,0.032258065,10.98496683
8,315,FALSE,33,3,0.327773208,0.368278231,,0.03030303,10.81651587
9,315,FALSE,29,4,0.299824702,2.83475744,,0.034482759,8.694916361
0,316,FALSE,25,0,0.375999683,-0.5969628,,0.04,9.399992063
1,316,FALSE,33,0,0.3498048,0.394644528,,0.03030303,11.54355839
2,316,FALSE,38,0,0.308176469,1.095785478,,0.026315789,11.71070583
3,316,FALSE,40,0,0.310352096,-3.138369213,,0.025,12.41408385
4,316,FALSE,24,1,0.31274443,-2.175561431,,0.041666667,7.50586632
5,316,FALSE,31,1,0.320979689,-2.217212463,,0.032258065,9.950370367
6,316,FALSE,30,2,0.366282536,-0.435109722,,0.033333333,10.98847607
7,316,FALSE,31,2,0.355222907,-1.677248502,,0.032258065,11.01191013
8,316,FALSE,33,3,0.329149773,0.350529488,,0.03030303,10.86194252
0,317,FALSE,25,0,0.378089512,-0.607387023,,0.04,9.452237791
1,317,FALSE,33,0,0.349870068,0.377178159,,0.03030303,11.54571223
2,317,FALSE,38,0,0.30853314,1.069163016,,0.026315789,11.72425933
3,317,FALSE,40,0,0.311125547,3.116693346,,0.025,12.44502186
4,317,FALSE,24,1,0.314057349,-2.184732128,,0.041666667,7.537376386
5,317,FALSE,31,1,0.321370201,-2.234653827,,0.032258065,9.962476222
6,317,FALSE,30,2,0.367724208,-0.45113631,,0.033333333,11.03172623
7,317,FALSE,31,2,0.356236917,-1.695662808,,0.032258065,11.04334444
8,317,FALSE,33,3,0.330260119,0.331647468,,0.03030303,10.89858392
0,318,FALSE,25,0,0.379755311,-0.618629319,,0.04,9.493882773
1,318,FALSE,33,0,0.349939139,0.359080418,,0.03030303,11.54799159
2,318,FALSE,38,0,0.310328425,1.043149306,,0.026315789,11.79248014
3,318,FALSE,40,0,0.312432777,3.087871623,,0.025,12.49731109
4,318,FALSE,24,1,0.31559965,-2.19399425,,0.041666667,7.574391589
5,318,FALSE,31,1,0.322644718,-2.251019051,,0.032258065,10.00198627
6,318,FALSE,30,2,0.369587769,-0.467829909,,0.033333333,11.08763306
7,318,FALSE,31,2,0.357393366,-1.712987416,,0.032258065,11.07919436
8,318,FALSE,33,3,0.331607458,0.312766568,,0.03030303,10.94304612
0,319,FALSE,25,0,0.381026314,-0.62995081,,0.04,9.525657846
1,319,FALSE,33,0,0.350402363,0.337936682,,0.03030303,11.56327799
2,319,FALSE,38,0,0.310666611,1.017534995,,0.026315789,11.80533121
3,319,FALSE,40,0,0.312356263,3.059092884,,0.025,12.4942505
4,319,FALSE,24,1,0.317536787,-2.203515193,,0.041666667,7.620882876
5,319,FALSE,31,1,0.324763718,-2.267460692,,0.032258065,10.06767526
6,319,FALSE,30,2,0.37093631,-0.484210001,,0.033333333,11.12808931
7,319,FALSE,31,2,0.359274587,-1.731440678,,0.032258065,11.1375122
8,319,FALSE,33,3,0.333563448,0.293050724,,0.03030303,11.0075938
0,320,FALSE,25,0,0.382526141,-0.641320931,,0.04,9.563153515
1,320,FALSE,33,0,0.350224013,0.315551903,,0.03030303,11.55739244
2,320,FALSE,38,0,0.311482584,0.99535767,,0.026315789,11.8363382
3,320,FALSE,40,0,0.313044797,3.029217593,,0.025,12.52179186
4,320,FALSE,24,1,0.318931657,-2.212055773,,0.041666667,7.654359771
5,320,FALSE,31,1,0.326673288,-2.282091514,,0.032258065,10.12687194
6,320,FALSE,30,2,0.372524427,-0.500829612,,0.033333333,11.17573282
7,320,FALSE,31,2,0.360860359,-1.748899848,,0.032258065,11.18667111
8,320,FALSE,33,3,0.334638001,0.27589548,,0.03030303,11.04305403
0,321,FALSE,25,0,0.384004959,-0.653796267,,0.04,9.600123963
1,321,FALSE,33,0,0.3504729,0.292198075,,0.03030303,11.56560571
2,321,FALSE,38,0,0.313005604,0.970268668,,0.026315789,11.89421295
3,321,FALSE,40,0,0.313363132,3.001624212,,0.025,12.53452527
4,321,FALSE,24,1,0.320031339,-2.221523327,,0.041666667,7.680752131
5,321,FALSE,31,1,0.327747463,-2.297739467,,0.032258065,10.16017136
6,321,FALSE,30,2,0.37485,-0.517564131,,0.033333333,11.24549999
7,321,FALSE,31,2,0.362973237,-1.767049808,,0.032258065,11.25217036
8,321,FALSE,33,3,0.335198647,0.256055156,,0.03030303,11.06155535
0,322,FALSE,25,0,0.385684016,-0.664502977,,0.04,9.642100394
1,322,FALSE,33,0,0.351324775,0.271561714,,0.03030303,11.59371757
2,322,FALSE,38,0,0.314235125,0.945328806,,0.026315789,11.94093476
3,322,FALSE,40,0,0.314508734,2.973867015,,0.025,12.58034936
4,322,FALSE,24,1,0.321656125,-2.232019046,,0.041666667,7.719747007
5,322,FALSE,31,1,0.328129228,-2.31240842,,0.032258065,10.17200606
6,322,FALSE,30,2,0.37652745,-0.532984681,,0.033333333,11.2958235
7,322,FALSE,31,2,0.363961621,-1.784028965,,0.032258065,11.28281026
8,322,FALSE,33,3,0.33624965,0.236591861,,0.03030303,11.09623844
0,323,FALSE,25,0,0.386866802,-0.673668177,,0.04,9.671670058
1,323,FALSE,33,0,0.352314737,0.252587348,,0.03030303,11.62638632
2,323,FALSE,38,0,0.314919639,0.920607103,,0.026315789,11.96694629
3,323,FALSE,40,0,0.315986647,2.945168016,,0.025,12.63946587
4,323,FALSE,24,1,0.323573047,-2.241676122,,0.041666667,7.765753138
5,323,FALSE,31,1,0.329738272,-2.327713698,,0.032258065,10.22188643
6,323,FALSE,30,2,0.378250827,-0.547588851,,0.033333333,11.34752482
7,323,FALSE,31,2,0.365236695,-1.800193969,,0.032258065,11.32233755
8,323,FALSE,33,3,0.337486423,0.216291908,,0.03030303,11.13705194
0,324,FALSE,25,0,0.388563774,-0.684821088,,0.04,9.714094352
1,324,FALSE,33,0,0.353674061,0.234139494,,0.03030303,11.67124401
2,324,FALSE,38,0,0.315102956,0.894855762,,0.026315789,11.97391232
3,324,FALSE,40,0,0.316599315,2.916116161,,0.025,12.66397258
4,324,FALSE,24,1,0.324593837,-2.252343697,,0.041666667,7.790252096
5,324,FALSE,31,1,0.330467086,-2.344724102,,0.032258065,10.24447965
6,324,FALSE,30,2,0.3798895,-0.561422452,,0.033333333,11.39668501
7,324,FALSE,31,2,0.366596841,-1.818387336,,0.032258065,11.36450207
8,324,FALSE,33,3,0.338731211,0.195385646,,0.03030303,11.17812997
0,325,FALSE,25,0,0.389953833,-0.696174644,,0.04,9.748845813
1,325,FALSE,33,0,0.354472743,0.21497599,,0.03030303,11.69760053
2,325,FALSE,38,0,0.315720132,0.871447281,,0.026315789,11.997365
3,325,FALSE,40,0,0.317558592,2.889129049,,0.025,12.70234369
4,325,FALSE,24,1,0.325474136,-2.263104838,,0.041666667,7.811379266
5,325,FALSE,31,1,0.330970381,-2.361694752,,0.032258065,10.26008181
6,325,FALSE,30,2,0.381652818,-0.575740092,,0.033333333,11.44958453
7,325,FALSE,31,2,0.369137761,-1.835319756,,0.032258065,11.4432706
8,325,FALSE,33,3,0.339662523,0.175503932,,0.03030303,11.20886327
0,326,FALSE,25,0,0.391159996,-0.706162012,,0.04,9.778999893
1,326,FALSE,33,0,0.354692863,0.194901826,,0.03030303,11.70486447
2,326,FALSE,38,0,0.315885146,0.843233579,,0.026315789,12.00363554
3,326,FALSE,40,0,0.318661282,2.860595037,,0.025,12.74645129
4,326,FALSE,24,1,0.326675785,-2.2738209,,0.041666667,7.840218832
5,326,FALSE,31,1,0.33181302,-2.378457989,,0.032258065,10.28620362
6,326,FALSE,30,2,0.383435622,-0.592025158,,0.033333333,11.50306867
7,326,FALSE,31,2,0.370928369,-1.851512113,,0.032258065,11.49877944
8,326,FALSE,33,3,0.341583238,0.156282995,,0.03030303,11.27224685
0,327,FALSE,25,0,0.392367661,-0.714169783,,0.04,9.809191517
1,327,FALSE,33,0,0.354432684,0.176405843,,0.03030303,11.69627857
2,327,FALSE,38,0,0.316011105,0.819784486,,0.026315789,12.00842201
3,327,FALSE,40,0,0.320192574,2.8288835,,0.025,12.80770295
4,327,FALSE,24,1,0.327716381,-2.284760176,,0.041666667,7.865193142
5,327,FALSE,31,1,0.332905996,-2.395705555,,0.032258065,10.32008588
6,327,FALSE,30,2,0.385239331,-0.6103154,,0.033333333,11.55717993
7,327,FALSE,31,2,0.372873349,-1.86575422,,0.032258065,11.55907381
8,327,FALSE,33,3,0.342675446,0.136439778,,0.03030303,11.30828971
0,328,FALSE,25,0,0.393899094,-0.725642912,,0.04,9.847477343
1,328,FALSE,33,0,0.354801133,0.156023025,,0.03030303,11.7084374
2,328,FALSE,38,0,0.316807413,0.795138879,,0.026315789,12.03868169
3,328,FALSE,40,0,0.321743069,2.803081338,,0.025,12.86972277
4,328,FALSE,24,1,0.329357202,-2.29320762,,0.041666667,7.90457285
5,328,FALSE,31,1,0.333269165,-2.411830875,,0.032258065,10.33134411
6,328,FALSE,30,2,0.3873425,-0.625656625,,0.033333333,11.620275
7,328,FALSE,31,2,0.374502511,-1.88239422,,0.032258065,11.60957785
8,328,FALSE,33,3,0.344049066,0.11772212,,0.03030303,11.35361918
0,329,FALSE,25,0,0.395266867,-0.735414092,,0.04,9.881671682
1,329,FALSE,33,0,0.355615397,0.133935153,,0.03030303,11.7353081
2,329,FALSE,38,0,0.317453313,0.768945573,,0.026315789,12.06322588
3,329,FALSE,40,0,0.322762987,2.775744818,,0.025,12.91051948
4,329,FALSE,24,1,0.330449932,-2.301546096,,0.041666667,7.930798379
5,329,FALSE,31,1,0.334274475,-2.429418554,,0.032258065,10.36250872
