,Time,Dominant,X,Y,Amplitude,Phase,PhaseVelocity,Wavelength,Amp/Wave
2380,23810,True,6,0,0.7177865832852653,2.736985440405906,-0.0015157391664410546,0.16666666666666666,4.306719499711592
2381,23820,True,6,0,0.7161993962699481,2.7186011217036508,-0.001838431870225543,0.16666666666666666,4.297196377619689
2382,23830,True,6,0,0.7123443780001345,2.7002751639157876,-0.0018325957787863167,0.16666666666666666,4.274066268000808
2383,23840,True,6,0,0.7051980499752617,2.683472170161966,-0.001680299375382166,0.16666666666666666,4.231188299851571
2384,23850,True,6,0,0.6992788495063766,2.666415317882939,-0.001705685227902709,0.16666666666666666,4.19567309703826
2385,23860,True,6,0,0.6927462416461068,2.6513338407153624,-0.0015081477167576463,0.16666666666666666,4.156477449876641
2386,23870,True,6,0,0.68643819245048,2.6340117376875294,-0.0017322103027832992,0.16666666666666666,4.11862915470288
2387,23880,True,6,0,0.6830277329481491,2.6200854518224563,-0.001392628586507305,0.16666666666666666,4.098166397688895
2388,23890,True,6,0,0.6782905421977191,2.6037332947501595,-0.001635215707229687,0.16666666666666666,4.069743253186315
2389,23900,True,6,0,0.6718831372135683,2.5893494605072,-0.0014383834242959637,0.16666666666666666,4.03129882328141
2390,23910,True,6,0,0.6678563513314716,2.5730039476821327,-0.0016345512825067133,0.16666666666666666,4.00713810798883
2391,23920,True,6,0,0.6631953575891992,2.5550060661028007,-0.001799788157933202,0.16666666666666666,3.9791721455351956
2392,23930,True,6,0,0.6587618864105594,2.541235849333008,-0.0013770216769792842,0.16666666666666666,3.952571318463357
2393,23940,True,6,0,0.653939226900506,2.5243058789295056,-0.0016929970403502192,0.16666666666666666,3.923635361403036
2394,23950,True,6,0,0.6481532437328679,2.5050171982069154,-0.0019288680722590267,0.16666666666666666,3.888919462397207
2395,23960,True,6,0,0.6417742611877385,2.4884364672884876,-0.0016580730918427822,0.16666666666666666,3.8506455671264312
2396,23970,True,6,0,0.6367213288383717,2.466313854505347,-0.002212261278314065,0.16666666666666666,3.8203279730302304
2397,23980,True,6,0,0.6317050527524457,2.4455199896873054,-0.0020793864818041464,0.16666666666666666,3.7902303165146742
2398,23990,True,6,0,0.6333662420407328,2.4263204498925672,-0.0019199539794738207,0.16666666666666666,3.800197452244397
2399,24000,True,6,0,0.6264831137137805,2.405289362863697,-0.002103108702887013,0.16666666666666666,3.758898682282683
2400,24010,True,6,0,0.6220855083719484,2.388734146263775,-0.0016555216599922317,0.16666666666666666,3.7325130502316908
2401,24020,True,6,0,0.6178725888575637,2.377436870861038,-0.001129727540273695,0.16666666666666666,3.7072355331453823
2402,24030,True,6,0,0.6143443639353605,2.3620906839149476,-0.0015346186946090246,0.16666666666666666,3.686066183612163
2403,24040,True,6,0,0.6089362235970643,2.34605344089106,-0.0016037243023887537,0.16666666666666666,3.653617341582386
2404,24050,True,6,0,0.6038107515848475,2.3332866780996824,-0.0012766762791377672,0.16666666666666666,3.6228645095090855
2405,24060,True,6,0,0.6009409131092918,2.319421389976685,-0.0013865288122997476,0.16666666666666666,3.6056454786557506
2406,24070,True,6,0,0.5977077358881548,2.3079731900206837,-0.0011448199956001215,0.16666666666666666,3.586246415328929
2407,24080,True,6,0,0.5927820368936321,2.2939063591834383,-0.001406683083724536,0.16666666666666666,3.5566922213617924
2408,24090,True,6,0,0.5891325338083784,2.2758868870588906,-0.0018019472124547685,0.16666666666666666,3.5347952028502703
2409,24100,True,6,0,0.5891246068064601,2.2614529589498904,-0.0014433928109000237,0.16666666666666666,3.5347476408387606
2410,24110,True,6,0,0.580283481746626,2.2492179032813517,-0.0012235055668538663,0.16666666666666666,3.481700890479756
2411,24120,True,6,0,0.5738594164842422,2.2310742069383127,-0.001814369634303903,0.16666666666666666,3.4431564989054535
2412,24130,True,6,0,0.5688330872121359,2.2128758338097763,-0.0018198373128536448,0.16666666666666666,3.4129985232728153
2413,24140,True,6,0,0.5634044390584061,2.1900153408384493,-0.0022860492971326974,0.16666666666666666,3.3804266343504366
2414,24150,True,6,0,0.5578978812567535,2.169816934540597,-0.002019840629785241,0.16666666666666666,3.3473872875405215
2415,24160,True,6,0,0.5521497229979946,2.1500753498074525,-0.0019741584733144356,0.16666666666666666,3.3128983379879675
2416,24170,True,6,0,0.5463624587037309,2.133050814902153,-0.0017024534905299316,0.16666666666666666,3.2781747522223856
2417,24180,True,6,0,0.5382537561479719,2.1166426233467726,-0.0016408191555380646,0.16666666666666666,3.2295225368878313
2418,24190,True,6,0,0.5342818304484874,2.100057712907198,-0.0016584910439574774,0.16666666666666666,3.205690982690925
2419,24200,True,6,0,0.5288764790532962,2.0839282602188085,-0.0016129452688389279,0.16666666666666666,3.173258874319777
2420,24210,True,6,0,0.5294201964613213,2.0724440054750795,-0.001148425474372905,0.16666666666666666,3.176521178767928
2421,24220,True,6,0,0.5229731484245321,2.060681031277901,-0.0011762974197178533,0.16666666666666666,3.137838890547193
2422,24230,True,6,0,0.5169865703717956,2.0428400738942596,-0.0017840957383641332,0.16666666666666666,3.101919422230774
2423,24240,True,6,0,0.5086326040105763,2.030310209612361,-0.0012529864281898729,0.16666666666666666,3.051795624063458
2424,24250,True,6,0,0.5040678657661297,2.0157130187853958,-0.0014597190826965089,0.16666666666666666,3.0244071945967783
2425,24260,True,6,0,0.5008697621774365,2.0014366410069497,-0.0014276377778446037,0.16666666666666666,3.005218573064619
2426,24270,True,6,0,0.4975498394083724,1.9863229840922614,-0.0015113656914688355,0.16666666666666666,2.9852990364502343
2427,24280,True,6,0,0.49380734183132596,1.9703165705802246,-0.00160064135120368,0.16666666666666666,2.962844050987956
2428,24290,True,6,0,0.4913928696415376,1.955259687659064,-0.0015056882921160586,0.16666666666666666,2.948357217849226
